1,SensorA,OK
2,SensorA,OK
3,SensorA,OK
4,SensorA,OK
5,SensorA,OK
6,SensorA,OK
7,SensorA,OK
8,SensorA,OK
9,SensorA,OK
10,SensorA,OK
11,SensorA,OK
12,SensorA,OK
13,SensorA,OK
14,SensorA,OK
15,SensorA,OK
16,SensorA,OK
17,SensorA,OK
18,SensorA,OK
19,SensorA,OK
20,SensorA,OK
21,SensorA,OK
22,SensorA,OK
23,SensorA,OK
24,SensorA,OK
25,SensorA,OK
26,SensorA,OK
27,SensorA,OK
28,SensorA,OK
29,SensorA,OK
30,SensorA,OK
31,SensorA,OK
32,SensorA,OK
33,SensorA,OK
34,SensorA,OK
35,SensorA,OK
36,SensorA,OK
37,SensorA,OK
38,SensorA,OK
39,SensorA,OK
40,SensorA,OK
41,SensorA,OK
42,SensorA,OK
43,SensorA,OK
44,SensorA,OK
45,SensorA,OK
46,SensorA,OK
47,SensorA,OK
48,SensorA,OK
49,SensorA,OK
50,SensorA,OK
51,SensorA,OK
52,SensorA,OK
53,SensorA,OK
54,SensorA,OK
55,SensorA,OK
56,SensorA,OK
57,SensorA,OK
58,SensorA,OK
59,SensorA,OK
60,SensorA,OK
61,SensorA,OK
62,SensorA,OK
63,SensorA,OK
64,SensorA,OK
65,SensorA,OK
66,SensorA,OK
67,SensorA,OK
68,SensorA,OK
69,SensorA,OK
70,SensorA,OK
71,SensorA,OK
72,SensorA,OK
73,SensorA,OK
74,SensorA,OK
75,SensorA,OK
76,SensorA,OK
77,SensorA,OK
78,SensorA,OK
79,SensorA,OK
80,SensorA,OK
81,SensorA,OK
82,SensorA,OK
83,SensorA,OK
84,SensorA,OK
85,SensorA,OK
86,SensorA,OK
87,SensorA,OK
88,SensorA,OK
89,SensorA,OK
90,SensorA,OK
91,SensorA,OK
92,SensorA,OK
93,SensorA,OK
94,SensorA,OK
95,SensorA,OK
96,SensorA,OK
97,SensorA,OK
98,SensorA,OK
99,SensorA,OK
100,SensorA,OK
101,SensorA,OK
102,SensorA,OK
103,SensorA,OK
104,SensorA,OK
105,SensorA,OK
106,SensorA,OK
107,SensorA,OK
108,SensorA,OK
109,SensorA,OK
110,SensorA,OK
111,SensorA,OK
112,SensorA,OK
113,SensorA,OK
114,SensorA,OK
115,SensorA,OK
116,SensorA,OK
117,SensorA,OK
118,SensorA,OK
119,SensorA,OK
120,SensorA,OK
121,SensorA,OK
122,SensorA,OK
123,SensorA,OK
124,SensorA,OK
125,SensorA,OK
126,SensorA,OK
127,SensorA,OK
128,SensorA,OK
129,SensorA,OK
130,SensorA,OK
131,SensorA,OK
132,SensorA,OK
133,SensorA,OK
134,SensorA,OK
135,SensorA,OK
136,SensorA,OK
137,SensorA,OK
138,SensorA,OK
139,SensorA,OK
140,SensorA,OK
141,SensorA,OK
142,SensorA,OK
143,SensorA,OK
144,SensorA,OK
145,SensorA,OK
146,SensorA,OK
147,SensorA,OK
148,SensorA,OK
149,SensorA,OK
150,SensorA,OK
151,SensorA,OK
152,SensorA,OK
153,SensorA,OK
154,SensorA,OK
155,SensorA,OK
156,SensorA,OK
